"Produkt_Code","Produkt_Titel","Einheit","Beschreibung_DWD","Beschreibung_Inspire"
"OBS_DEU_P1M_T2M","Monthly mean of station observations of air temperature at 2 m above ground in °C","°C","https://cdc.dwd.de/sdi/pid/OBS_DEU_P1M_T2M/DESCRIPTION_OBS_DEU_P1M_T2M_en.pdf","https://cdc.dwd.de/sdi/pid/OBS_DEU_P1M_T2M/ISO_OBS_DEU_P1M_T2M.xml"
