"Produkt_Code","Produkt_Titel","Einheit","Beschreibung_DWD","Beschreibung_Inspire"
"OBS_DEU_P1M_RR","Monthly station observations of precipitation in mm","mm","https://cdc.dwd.de/sdi/pid/OBS_DEU_P1M_RR/DESCRIPTION_OBS_DEU_P1M_RR_en.pdf","https://cdc.dwd.de/sdi/pid/OBS_DEU_P1M_RR/ISO_OBS_DEU_P1M_RR.xml"
